id,texto
241,"Baruch Spinoza foi um filósofo holandês de ascendência judaico-portuguesa. Uma das primeiras figuras do Iluminismo e do racionalismo do século XVII, as obras de Spinoza — especialmente sua obra-prima, a 'Ética' — estabeleceram as bases para a filosofia moderna, a ética e o pensamento político."
242,"Jean-Jacques Rousseau foi um filósofo, escritor e compositor genebrino. Sua filosofia política influenciou o progresso do Iluminismo em toda a Europa, bem como aspectos da Revolução Francesa e o desenvolvimento do pensamento político, econômico e educacional moderno. Sua obra 'O Contrato Social' é um marco na teoria política."
243,"Voltaire foi um escritor, historiador e filósofo iluminista francês, famoso por sua sagacidade, sua crítica ao cristianismo — especialmente à Igreja Católica Romana — bem como sua defesa da liberdade de expressão, liberdade de religião e separação entre Igreja e Estado."
244,"A Muralha da China, comumente referida como a Grande Muralha, é uma série de fortificações que foram construídas através das fronteiras históricas do norte da China para proteger e consolidar territórios de estados e impérios chineses contra vários grupos nômades da estepe e seus sistemas políticos."
245,"O Coliseu, também conhecido como Anfiteatro Flaviano, é um anfiteatro oval no centro da cidade de Roma, Itália. Construído com concreto e areia, é o maior anfiteatro já construído e está situado a leste do Fórum Romano. É um dos símbolos mais reconhecíveis da Roma Imperial."
246,"A Torre Eiffel é uma torre de treliça de ferro forjado no Champ de Mars, em Paris. Nomeada em homenagem ao engenheiro Gustave Eiffel, cuja empresa projetou e construiu a torre, ela é um ícone cultural global da França e uma das estruturas mais reconhecíveis do mundo."
247,"A Estátua da Liberdade é uma colossal escultura neoclássica na Ilha da Liberdade, no porto de Nova York. A estátua de cobre, um presente do povo da França aos Estados Unidos, foi projetada pelo escultor francês Frédéric Auguste Bartholdi e sua estrutura metálica foi construída por Gustave Eiffel."
248,"Machu Picchu é uma cidadela inca do século XV localizada na Cordilheira dos Andes orientais, no sul do Peru, em um cume de montanha de 2.430 metros. A maioria dos arqueólogos acredita que Machu Picchu foi construído como uma propriedade para o imperador inca Pachacuti (1438-1472)."
249,"A Necrópole de Gizé é um sítio arqueológico no Planalto de Gizé, nos arredores do Cairo, Egito. Este complexo de monumentos antigos inclui as três Grandes Pirâmides, a Grande Esfinge, vários cemitérios, uma vila de trabalhadores e um complexo industrial."
250,"O Grand Canyon é um desfiladeiro íngreme escavado pelo Rio Colorado no estado do Arizona, Estados Unidos. É em grande parte contido dentro do Parque Nacional do Grand Canyon, uma das primeiras áreas de conservação do país. O presidente Theodore Roosevelt foi um grande proponente da preservação da área."
251,"As placas tectônicas são fragmentos da litosfera, que é a camada sólida mais externa da Terra. Essas placas se movem lentamente sobre a astenosfera, uma camada plástica do manto superior. A interação entre as placas tectônicas é responsável por fenômenos como terremotos, vulcões e a formação de cadeias de montanhas."
252,"Um vulcão é uma estrutura geológica através da qual o magma (rocha derretida), gases e cinzas podem escapar para a superfície da Terra. A atividade vulcânica está frequentemente associada aos limites das placas tectônicas, embora também possa ocorrer em pontos quentes (hotspots) distantes das bordas das placas."
253,"Um terremoto, também conhecido como sismo ou abalo sísmico, é o resultado de uma súbita liberação de energia na crosta terrestre que cria ondas sísmicas. A intensidade de um terremoto é medida usando a escala de magnitude de momento, anteriormente a escala Richter."
254,"Um tsunami é uma série de ondas de água de grande comprimento de onda, geralmente causadas por distúrbios submarinhos, como terremotos, erupções vulcânicas ou deslizamentos de terra. Ao contrário das ondas normais do oceano, que são geradas pelo vento, um tsunami desloca um volume muito maior de água."
255,"A aurora boreal, ou luzes do norte, é um fenômeno natural de luz que ocorre no céu, principalmente nas regiões de alta latitude (árticas). É o resultado de distúrbios na magnetosfera causados pelo vento solar. O mesmo fenômeno no hemisfério sul é conhecido como aurora austral."
256,"A Rota da Seda era uma rede de rotas comerciais que conectava o Oriente e o Ocidente. Foi fundamental para o intercâmbio econômico, cultural, político e religioso entre essas regiões desde a Dinastia Han na China até o século XVIII."
257,"O Império Mongol do século XIII e XIV foi o maior império de terras contíguas da história. Originário da Mongólia no Leste Asiático, o Império Mongol no seu auge se estendia do Mar do Japão a partes da Europa Oriental."
258,"O Império Otomano foi um estado que controlou grande parte do Sudeste da Europa, Ásia Ocidental e Norte da África entre o século XIV e o início do século XX. Foi fundado no final do século XIII no noroeste da Anatólia, na cidade de Söğüt, pelo líder tribal turcomano Osman I."
259,"O Império Britânico compreendia os domínios, colônias, protetorados, mandatos e outros territórios governados ou administrados pelo Reino Unido. Originou-se com as possessões ultramarinas e postos comerciais estabelecidos pela Inglaterra entre o final do século XVI e o início do século XVIII."
260,"A Guerra Civil Americana foi uma guerra civil travada nos Estados Unidos de 1861 a 1865, entre a União ('o Norte') e a Confederação ('o Sul'). A causa principal da guerra foi o status da escravidão, especialmente a expansão da escravidão para os territórios ocidentais."
261,"O Holocausto foi o genocídio de judeus europeus durante a Segunda Guerra Mundial. Entre 1941 e 1945, a Alemanha nazista e seus colaboradores assassinaram sistematicamente cerca de seis milhões de judeus em toda a Europa ocupada pelos alemães."
262,O Apartheid foi um sistema de segregação racial institucionalizada que existiu na África do Sul e no Sudoeste Africano (agora Namíbia) de 1948 até o início dos anos 1990. Caracterizava-se por uma estrutura social autoritária baseada na supremacia branca.
263,"A Proibição nos Estados Unidos foi uma proibição constitucional em todo o país sobre a produção, importação, transporte e venda de bebidas alcoólicas de 1920 a 1933. A proibição foi um movimento de reforma social e religiosa que visava combater os males sociais associados ao álcool."
264,"A Grande Depressão foi uma grave depressão econômica mundial que ocorreu principalmente durante a década de 1930, começando nos Estados Unidos. O momento da Grande Depressão variou entre as nações; na maioria dos países, começou em 1929 e durou até o final da década de 1930."
265,"A Corrida Espacial foi uma competição do século XX entre dois rivais da Guerra Fria, a União Soviética (URSS) e os Estados Unidos (EUA), pela supremacia na capacidade de voo espacial. Teve suas origens na corrida armamentista nuclear entre as duas nações após a Segunda Guerra Mundial."
266,"A penicilina é um grupo de antibióticos derivados de fungos Penicillium. A descoberta da penicilina por Alexander Fleming em 1928 é considerada uma das maiores descobertas médicas do século XX, revolucionando o tratamento de infecções bacterianas."
267,"A teoria da relatividade, geralmente englobando tanto a relatividade especial quanto a geral, foi desenvolvida por Albert Einstein no início do século XX. A relatividade especial se aplica a todos os fenômenos físicos na ausência de gravidade, enquanto a relatividade geral explica a lei da gravitação e sua relação com outras forças da natureza."
268,"A mecânica quântica é uma teoria fundamental da física que fornece uma descrição das propriedades físicas da natureza na escala de átomos e partículas subatômicas. É a base de muitos campos da física e da química, incluindo física da matéria condensada, física de estado sólido, física atômica, química quântica e física de partículas."
269,O Big Bang é o modelo cosmológico predominante que explica a existência do universo observável desde os primeiros períodos conhecidos até sua subsequente evolução em larga escala. O modelo descreve como o universo se expandiu de um estado inicial de altíssima densidade e temperatura.
270,"A matéria escura é uma forma de matéria hipotetizada para responder por aproximadamente 85% da matéria no universo. A existência da matéria escura é inferida a partir de seus efeitos gravitacionais sobre a matéria visível, radiação e a estrutura em larga escala do universo."
271,A Pangeia foi um supercontinente que existiu durante o final do Paleozoico e início do Mesozoico. Ele se reuniu a partir de unidades continentais anteriores há cerca de 335 milhões de anos e começou a se separar há cerca de 175 milhões de anos.
272,"A extinção dos dinossauros ocorreu há cerca de 66 milhões de anos, no final do período Cretáceo. O evento de extinção Cretáceo-Paleogeno eliminou aproximadamente 75% das espécies de plantas e animais da Terra. A causa mais amplamente aceita é o impacto de um grande asteroide."
273,"O xadrez é um jogo de tabuleiro recreativo e competitivo para dois jogadores. A forma atual do jogo surgiu no sul da Europa durante a segunda metade do século XV, após evoluir de jogos semelhantes e muito mais antigos de origem indiana e persa. Hoje, o xadrez é um dos jogos mais populares do mundo."
274,"As artes marciais são sistemas e tradições codificadas de combate praticadas por várias razões: autodefesa, competição, desenvolvimento físico e mental, entretenimento e preservação do patrimônio cultural intangível de uma nação."
275,"A ioga é um grupo de práticas ou disciplinas físicas, mentais e espirituais que se originaram na Índia antiga. Existe uma ampla variedade de escolas, práticas e objetivos de ioga no hinduísmo, budismo e jainismo. Entre os tipos mais conhecidos de ioga estão o Hatha ioga e o Rāja ioga."
276,"O surf é um esporte aquático de superfície no qual o surfista cavalga na face dianteira, ou face, de uma onda em movimento, que geralmente o leva em direção à costa. As ondas adequadas para o surf são encontradas principalmente no oceano, mas também podem ser encontradas em lagos ou rios na forma de uma onda estacionária ou maré."
277,"A fotografia é a arte, aplicação e prática de criar imagens duráveis, gravando luz ou outra radiação eletromagnética, seja eletronicamente por meio de um sensor de imagem, ou quimicamente por meio de um material sensível à luz, como filme fotográfico."
278,"O cinema, também conhecido como filme ou película, é uma obra de arte visual que simula experiências e, de outra forma, comunica ideias, histórias, percepções, sentimentos, beleza ou atmosfera por meio do uso de imagens em movimento."
279,"O teatro é uma forma colaborativa de arte performática que usa artistas ao vivo, tipicamente atores ou atrizes, para apresentar a experiência de um evento real ou imaginado diante de um público ao vivo em um local específico, como um palco."
280,"A dança é uma arte performática que consiste em sequências de movimentos propositadamente selecionadas. Este movimento tem valor estético e simbólico, e é reconhecido como dança por artistas e observadores dentro de uma cultura particular."
281,"A escultura é o ramo das artes visuais que opera em três dimensões. É uma das artes plásticas. Processos esculturais duráveis originalmente usavam entalhe (a remoção de material) e modelagem (a adição de material, como argila), em pedra, metal, cerâmica, madeira e outros materiais."
282,"A arquitetura é tanto o processo quanto o produto de planejamento, projeto e construção de edifícios ou outras estruturas. Obras arquitetônicas, na forma material de edifícios, são frequentemente percebidas como símbolos culturais e como obras de arte."
283,"A literatura refere-se amplamente a qualquer coleção de obras escritas, mas também é usada de forma mais restrita para escritos considerados uma forma de arte, ou qualquer escrito único considerado ter mérito artístico ou intelectual."
284,"A poesia é uma forma de literatura que usa qualidades estéticas e muitas vezes rítmicas da linguagem - como fonoestética, simbolismo sonoro e métrica - para evocar significados além ou no lugar do significado prosaico ostensivo."
285,"A filosofia é o estudo de questões gerais e fundamentais, como aquelas sobre existência, conhecimento, valores, razão, mente e linguagem. Tais questões são frequentemente colocadas como problemas a serem estudados ou resolvidos."
286,"A psicologia é a ciência da mente e do comportamento. A psicologia inclui o estudo de fenômenos conscientes e inconscientes, bem como sentimentos e pensamentos. É uma disciplina acadêmica de imenso escopo, cruzando as fronteiras entre as ciências naturais e sociais."
287,"A sociologia é o estudo da sociedade, dos padrões de relações sociais, da interação social e da cultura que nos cerca. É uma ciência social que usa vários métodos de investigação empírica e análise crítica para desenvolver um corpo de conhecimento sobre a ordem social, aceitação e mudança ou evolução social."
288,"A antropologia é o estudo científico da humanidade, preocupado com o comportamento humano, a biologia humana e as sociedades, tanto no presente quanto no passado, incluindo as sociedades humanas passadas e seus ancestrais."
289,"A economia é a ciência social que estuda a produção, distribuição e consumo de bens e serviços. A economia se concentra no comportamento e nas interações dos agentes econômicos e como as economias funcionam."
290,"A ciência política é a ciência social que estuda os sistemas de governo e a análise de atividades políticas, pensamentos políticos e comportamento político. Ela lida extensivamente com a teoria e a prática da política, que é comumente pensada como a determinação da distribuição de poder e recursos."
291,O direito é um sistema de regras criadas e aplicadas através de instituições sociais ou governamentais para regular o comportamento. Foi definido tanto como 'a Ciência da Justiça' quanto 'a Arte da Justiça'. O direito é um sistema que regula e garante que os indivíduos e uma comunidade adiram à vontade do Estado.
292,"A medicina é a ciência e a prática do cuidado de um paciente, gerenciando o diagnóstico, prognóstico, prevenção, tratamento, ou paliação de sua lesão ou doença. A medicina abrange uma variedade de práticas de saúde evoluídas para manter e restaurar a saúde pela prevenção e tratamento de doenças."
293,"A engenharia é o uso de princípios científicos para projetar e construir máquinas, estruturas e outros itens, incluindo pontes, túneis, estradas, veículos e edifícios. A disciplina da engenharia abrange uma ampla gama de campos mais especializados."
294,"A matemática é uma área do conhecimento que inclui os tópicos de números, fórmulas e estruturas relacionadas, formas e os espaços em que estão contidas, e quantidades e suas mudanças. Essas abstrações são representadas por axiomas, definições, teoremas e provas."
295,"A estatística é a disciplina que se preocupa com a coleta, organização, análise, interpretação e apresentação de dados. Ao aplicar a estatística a um problema científico, industrial ou social, é convencional começar com uma população estatística ou um modelo a ser estudado."
296,"A contabilidade é a medição, processamento e comunicação de informações financeiras e não financeiras sobre entidades econômicas, como empresas e corporações. A contabilidade, que foi chamada de 'a linguagem dos negócios', mede os resultados das atividades econômicas de uma organização."
297,"O marketing é o processo de explorar, criar e entregar valor para satisfazer as necessidades de um mercado-alvo em termos de bens e serviços. Potencialmente, inclui a seleção de um público-alvo; a seleção de certos atributos ou temas para enfatizar na publicidade; a operação de campanhas publicitárias; e o design de produtos e embalagens."
298,"A publicidade é uma comunicação de marketing que emprega uma mensagem não pessoal abertamente patrocinada para promover ou vender um produto, serviço ou ideia. Os patrocinadores da publicidade são tipicamente empresas que desejam promover seus produtos ou serviços."
299,As relações públicas são a prática de gerenciar a disseminação de informações entre um indivíduo ou uma organização e o público. As relações públicas podem incluir uma organização ou indivíduo ganhando exposição para seus públicos usando tópicos de interesse público e notícias que não exigem pagamento direto.
300,"O jornalismo é a produção e distribuição de relatórios sobre eventos recentes. A palavra jornalismo se aplica à ocupação, bem como a mídias públicas de notícias. O jornalismo é uma forma de comunicação que informa o público sobre eventos, questões e pessoas."
301,"O sistema solar é o sistema gravitacionalmente ligado do Sol e dos objetos que o orbitam, direta ou indiretamente. Dos objetos que orbitam o Sol diretamente, os maiores são os oito planetas, com o restante sendo objetos menores, como os planetas anões e pequenos corpos do Sistema Solar."
302,"A Via Láctea é a galáxia que contém nosso Sistema Solar, com o nome descrevendo a aparência da galáxia da Terra: uma faixa nebulosa de luz vista no céu noturno formada por estrelas que não podem ser distinguidas individualmente a olho nu."
303,"O Sol é a estrela no centro do Sistema Solar. É uma esfera quase perfeita de plasma quente, com movimento convectivo interno que gera um campo magnético através de um processo de dínamo. É, de longe, a fonte de energia mais importante para a vida na Terra."
304,"A Lua é o único satélite natural da Terra. É o quinto maior satélite do Sistema Solar e o maior entre os satélites planetários em relação ao tamanho do planeta que orbita. A Lua é o segundo objeto mais denso do Sistema Solar, depois de Io."
305,"Marte é o quarto planeta a partir do Sol e o segundo menor planeta do Sistema Solar, sendo apenas maior que Mercúrio. Em inglês, Marte carrega o nome do deus romano da guerra e é frequentemente referido como o 'Planeta Vermelho' devido à prevalência de óxido de ferro em sua superfície."
306,"Vênus é o segundo planeta a partir do Sol. É nomeado em homenagem à deusa romana do amor e da beleza. Como o segundo objeto natural mais brilhante no céu noturno da Terra, depois da Lua, Vênus pode projetar sombras e pode ser, em raras ocasiões, visível a olho nu em plena luz do dia."
307,"Júpiter é o quinto planeta a partir do Sol e o maior do Sistema Solar. É um gigante gasoso com uma massa mais de duas vezes e meia a de todos os outros planetas do Sistema Solar combinados, mas um pouco menos de um milésimo da massa do Sol."
308,"Saturno é o sexto planeta a partir do Sol e o segundo maior do Sistema Solar, depois de Júpiter. É um gigante gasoso com um raio médio de cerca de nove vezes o da Terra. É mais famoso por seu proeminente sistema de anéis, que consiste principalmente de partículas de gelo."
309,"Mercúrio é o menor e mais interno planeta do Sistema Solar. Sua órbita ao redor do Sol leva 87,97 dias terrestres, o mais curto de todos os planetas do Sol. É nomeado em homenagem ao deus romano Mercúrio, o mensageiro dos deuses."
310,"Urano é o sétimo planeta a partir do Sol. Tem o terceiro maior raio planetário e a quarta maior massa planetária do Sistema Solar. Urano é semelhante em composição a Netuno, e ambos têm composições químicas a granel que diferem das dos maiores gigantes gasosos Júpiter e Saturno."
311,"Netuno é o oitavo e mais distante planeta conhecido do Sol no Sistema Solar. No Sistema Solar, é o quarto maior planeta em diâmetro, o terceiro planeta mais massivo e o planeta gigante mais denso. Tem 17 vezes a massa da Terra, um pouco mais massivo que seu quase gêmeo Urano."
312,"Plutão é um planeta anão gelado no cinturão de Kuiper, um anel de corpos além da órbita de Netuno. Foi o primeiro e o maior objeto do cinturão de Kuiper a ser descoberto. Após sua descoberta em 1930, Plutão foi declarado o nono planeta a partir do Sol."
313,"Uma monarquia é uma forma de governo na qual uma pessoa, o monarca, é chefe de estado vitalício ou até a abdicação. A legitimidade política e a autoridade do monarca podem variar de restrita e amplamente simbólica (monarquia constitucional) a totalmente autocrática (monarquia absoluta)."
314,"Uma república é uma forma de governo na qual o país é considerado um 'assunto público', não a preocupação privada ou propriedade dos governantes. Os cargos de poder dentro de uma república não são herdados. É uma forma de governo sob a qual o chefe de estado não é um monarca."
315,"O federalismo é um modo misto ou composto de governo que combina um governo geral (o governo central ou 'federal') com governos regionais (governos provinciais, estaduais, cantonais, territoriais ou outros sub-unidades) em um único sistema político."
316,"Um parlamento é um corpo legislativo de governo. Geralmente, um parlamento moderno tem três funções: representar o eleitorado, fazer leis e supervisionar o governo por meio de audiências e inquéritos."
317,"Um presidente é o chefe de estado ou chefe de governo de uma república. O título 'presidente' é derivado da palavra latina 'prae-sidere', que significa 'sentar-se antes'. Originalmente, o termo se referia ao oficial que presidia uma reunião ou comitê."
318,"Um primeiro-ministro é o chefe do gabinete e o líder dos ministros no ramo executivo do governo, muitas vezes em um sistema parlamentar ou semipresidencial. O primeiro-ministro não é o chefe de estado de seu respectivo país, mas sim o chefe de governo."
319,"Uma constituição é um conjunto de princípios fundamentais ou precedentes estabelecidos segundo os quais um estado ou outra organização é governado. Essas regras juntas constituem, ou seja, compõem, o que a entidade é."
320,Uma eleição é um processo formal de tomada de decisão em grupo pelo qual uma população escolhe um indivíduo ou múltiplos indivíduos para ocupar um cargo público. As eleições têm sido o mecanismo usual pelo qual a democracia representativa moderna opera desde o século XVII.
321,"Um partido político é uma organização que coordena candidatos para competir em uma eleição particular de um país. É comum que os membros de um partido político tenham ideias semelhantes sobre política, e os partidos podem promover objetivos ideológicos ou políticos específicos."
322,"A diplomacia é a prática de conduzir negociações entre representantes de estados ou grupos. Geralmente se refere à diplomacia internacional, a condução de relações internacionais através da intercessão de diplomatas profissionais no que diz respeito a questões de paz, guerra, comércio, economia, cultura, meio ambiente e direitos humanos."
323,"Uma guerra é um conflito armado intenso entre estados, governos, sociedades ou grupos paramilitares, como mercenários, insurgentes e milícias. É geralmente caracterizada por extrema violência, agressão, destruição e mortalidade, usando forças militares regulares ou irregulares."
324,"A paz é um conceito de amizade e harmonia social na ausência de hostilidade e violência. Em um sentido social, a paz é comumente usada para significar uma falta de conflito e liberdade do medo da violência entre indivíduos ou grupos."
325,"A globalização é o processo de interação e integração entre pessoas, empresas e governos em todo o mundo. A globalização se acelerou desde o século XVIII devido aos avanços na tecnologia de transporte e comunicação."
326,Os direitos humanos são normas morais ou princípios que descrevem certos padrões de comportamento humano e são regularmente protegidos como direitos legais em direito municipal e internacional. Eles são comumente entendidos como direitos inalienáveis e fundamentais 'aos quais uma pessoa tem direito inerentemente simplesmente porque ela ou ele é um ser humano'.
327,O meio ambiente refere-se aos arredores de um objeto físico ou de uma população de organismos. Inclui tanto os fatores bióticos (vivos) quanto os abióticos (não vivos) que interagem entre si. O estudo do meio ambiente e suas interações com os seres vivos é chamado de ecologia.
328,"A mudança climática é uma mudança nos padrões estatísticos do tempo quando essa mudança dura por um período prolongado de tempo (ou seja, décadas a milhões de anos). A mudança climática pode se referir a uma mudança nas condições climáticas médias, ou na variação do tempo dentro do contexto de condições médias de longo prazo."
329,"A poluição é a introdução de contaminantes no ambiente natural que causam mudanças adversas. A poluição pode assumir a forma de substâncias químicas ou energia, como ruído, calor ou luz. Os poluentes, os componentes da poluição, podem ser substâncias/energias estranhas ou contaminantes que ocorrem naturalmente."
330,"A conservação é a ética do uso, alocação e proteção de recursos. A principal focagem da conservação é manter a saúde do mundo natural: suas pescarias, habitats e diversidade biológica. A conservação secundária está focada em materiais e energia."
331,"A energia renovável é a energia útil que é coletada de recursos renováveis, que são naturalmente reabastecidos em uma escala de tempo humana, incluindo fontes como luz solar, vento, chuva, marés, ondas e calor geotérmico."
332,"A agricultura é a prática de cultivar plantas e criar gado. A agricultura foi o principal desenvolvimento na ascensão da civilização humana sedentária, pela qual a agricultura de espécies domesticadas criou excedentes de alimentos que permitiram que as pessoas vivessem nas cidades."
333,"A indústria é o setor da economia que produz bens. A indústria é um componente chave do Produto Interno Bruto (PIB) de um país. O setor industrial inclui manufatura, mineração e construção."
334,"O comércio é a troca de bens e serviços. Em um sentido amplo, o comércio pode se referir a qualquer tipo de transação econômica. O comércio internacional é a troca de capital, bens e serviços através de fronteiras ou territórios internacionais."
335,"As finanças são um campo que lida com o estudo de investimentos. Inclui a dinâmica de ativos e passivos ao longo do tempo sob condições de diferentes graus de incerteza e risco. As finanças podem ser divididas em três subcategorias: finanças públicas, finanças corporativas e finanças pessoais."
336,Um imposto é uma cobrança financeira compulsória ou algum outro tipo de encargo imposto a um contribuinte (um indivíduo ou entidade legal) por uma organização governamental para financiar gastos do governo e vários gastos públicos.
337,"A inflação é um aumento geral nos preços dos bens e serviços em uma economia durante um período de tempo. Quando o nível geral de preços sobe, cada unidade de moeda compra menos bens e serviços; consequentemente, a inflação reflete uma redução no poder de compra por unidade de dinheiro."
338,A recessão é uma contração do ciclo econômico que resulta em uma desaceleração geral na atividade econômica. Desacelerações macroeconômicas são tipicamente caracterizadas por uma queda generalizada nos gastos. Uma recessão é geralmente definida como dois trimestres consecutivos de declínio do PIB.
339,O desemprego ocorre quando as pessoas estão sem trabalho e procurando ativamente por trabalho. A taxa de desemprego é uma medida da prevalência do desemprego e é calculada como uma porcentagem dividindo o número de indivíduos desempregados por todos os indivíduos atualmente na força de trabalho.
340,"A educação é o processo de facilitar o aprendizado, ou a aquisição de conhecimento, habilidades, valores, crenças e hábitos. Os métodos educacionais incluem ensino, treinamento, narração de histórias, discussão e pesquisa direcionada. A educação ocorre frequentemente sob a orientação de educadores."
341,"A saúde é um estado de completo bem-estar físico, mental e social e não apenas a ausência de doença ou enfermidade. A saúde pode ser promovida incentivando atividades saudáveis, como exercícios regulares e sono adequado, e reduzindo ou evitando atividades ou situações não saudáveis."
342,"A nutrição é o estudo de como os alimentos e as bebidas afetam nossos corpos. Envolve o estudo de nutrientes - os componentes dos alimentos que o corpo precisa para crescer, reparar e se manter. Os nutrientes incluem carboidratos, gorduras, proteínas, vitaminas, minerais e água."
343,"O exercício é qualquer atividade corporal que aumenta ou mantém a aptidão física e a saúde e o bem-estar geral. É realizado por várias razões, para ajudar no crescimento e melhorar a força, prevenir o envelhecimento, desenvolver músculos e o sistema cardiovascular, aprimorar habilidades atléticas, perda de peso ou manutenção, e também por prazer."
344,"O sono é um estado natural de repouso da mente e do corpo, caracterizado por consciência alterada, atividade sensorial relativamente inibida, atividade muscular reduzida e inibição de quase todos os músculos voluntários durante o sono de movimento rápido dos olhos (REM)."
345,"O estresse, como na psicologia, é um sentimento de tensão e pressão. O estresse é um tipo de dor psicológica. Pequenas quantidades de estresse podem ser desejáveis, benéficas e até saudáveis. O estresse positivo ajuda a melhorar o desempenho atlético. No entanto, o estresse excessivo pode levar a problemas corporais."
346,"A felicidade é um estado mental ou emocional de bem-estar definido por emoções positivas ou prazerosas que vão da alegria ao contentamento intenso. Várias abordagens de pesquisa, incluindo biológica, psicológica, religiosa e filosófica, têm se esforçado para definir a felicidade e identificar suas fontes."
347,"O amor abrange uma gama de estados e atitudes emocionais e mentais fortes e positivos, desde a mais sublime virtude ou bom hábito, a mais profunda afeição interpessoal e ao mais simples prazer. Um exemplo dessa gama de significados é que o amor de uma mãe difere do amor de um cônjuge, que difere do amor pela comida."
348,"O medo é uma emoção induzida pela percepção de perigo ou ameaça, que causa uma mudança na fisiologia e nos órgãos, e, finalmente, no comportamento, como fugir, se esconder ou congelar de eventos percebidos. O medo nos humanos pode ocorrer em resposta a um estímulo específico que ocorre no presente, ou em antecipação ou expectativa de uma ameaça futura percebida como um risco para o corpo ou a vida."
349,"A raiva é uma emoção intensa que envolve uma resposta forte e desconfortável a uma provocação, mágoa ou ameaça percebida. A raiva pode ocorrer quando uma pessoa sente que seu limite pessoal foi ou está prestes a ser violado. Alguns têm uma tendência aprendida a reagir à raiva através da retaliação."
350,"A tristeza é uma dor emocional associada a, ou caracterizada por, sentimentos de desvantagem, perda, desespero, luto, desamparo, decepção e tristeza. Um indivíduo que experimenta tristeza pode se tornar quieto ou letárgico, e se retirar dos outros."
351,"A linguagem é um sistema estruturado de comunicação usado por humanos, baseado na fala e no gesto, no signo ou na escrita. A estrutura da linguagem é sua gramática e os componentes livres são seu vocabulário. A maioria das linguagens tem tradições de escrita que permitem que sejam preservadas e transmitidas."
352,"A escrita é um meio de comunicação humana que envolve a representação de uma linguagem com símbolos. A escrita é distinta da fala, pois os leitores não precisam estar presentes no momento da escrita. A escrita é considerada uma das invenções mais importantes da humanidade."
353,"A leitura é o processo complexo de decodificar símbolos para derivar significado. É uma forma de processamento de linguagem. A leitura é um meio de aquisição de linguagem, de comunicação e de compartilhamento de informações e ideias."
354,"A arte é uma gama diversificada de atividades humanas na criação de artefatos visuais, auditivos ou performáticos — obras de arte — que expressam a habilidade imaginativa ou técnica do autor, com a intenção de ser apreciada por sua beleza ou poder emocional."
355,"A música é uma forma de arte e atividade cultural cujo meio é o som organizado no tempo. Os elementos comuns da música são o tom (que governa a melodia e a harmonia), o ritmo (e seus conceitos associados de tempo, métrica e articulação), a dinâmica (intensidade e suavidade) e as qualidades sônicas de timbre e textura."
356,"A história é o estudo do passado. Os eventos que ocorreram antes da invenção dos sistemas de escrita são considerados pré-história. 'História' é um termo guarda-chuva que se relaciona a eventos passados, bem como à memória, descoberta, coleção, organização, apresentação e interpretação de informações sobre esses eventos."
357,"A pré-história é o período da história humana entre o primeiro uso de ferramentas de pedra por hominídeos c. 3,3 milhões de anos atrás e a invenção dos sistemas de escrita. A invenção da escrita marca o início da história."
358,"A Idade da Pedra foi um amplo período pré-histórico durante o qual a pedra foi amplamente usada para fazer ferramentas com uma borda, um ponto ou uma superfície de percussão. O período durou cerca de 3,4 milhões de anos e terminou entre 4.000 a.C. e 2.000 a.C., com o advento da metalurgia."
359,"A Idade do Bronze é um período histórico, que dura aproximadamente de 3300 a.C. a 1200 a.C., caracterizado pelo uso do bronze, a presença de escrita em algumas áreas e outras características iniciais da civilização urbana."
360,"A Idade do Ferro é o período final da divisão de três idades da pré-história e proto-história da humanidade. É precedida pela Idade da Pedra e pela Idade do Bronze. O conceito foi em grande parte aplicado à Europa e ao Antigo Oriente Próximo, e, por analogia, a outras partes do Velho Mundo."
361,"A Antiguidade Clássica é o período da história cultural entre o século VIII a.C. e o século VI d.C. centrado no Mar Mediterrâneo, compreendendo as civilizações interligadas da Grécia Antiga e da Roma Antiga, conhecidas como o mundo greco-romano."
362,"O Império Bizantino, também referido como o Império Romano do Oriente, foi a continuação do Império Romano em suas províncias orientais durante a Antiguidade Tardia e a Idade Média, quando sua capital era Constantinopla. Sobreviveu à fragmentação e queda do Império Romano do Ocidente no século V d.C. e continuou a existir por mais mil anos."
363,"A Era Viking (c. 793–1066 d.C.) foi o período durante a Idade Média em que os nórdicos, conhecidos como vikings, realizaram ataques, colonizações, conquistas e comércio em larga escala por toda a Europa, e alcançaram a América do Norte. Abrange o período desde a primeira incursão registrada em 793 até a conquista normanda da Inglaterra em 1066."
364,"As Cruzadas foram uma série de guerras religiosas iniciadas, apoiadas e, às vezes, dirigidas pela Igreja Latina no período medieval. O termo refere-se especialmente às campanhas no Mediterrâneo Oriental com o objetivo de recuperar a Terra Santa do domínio islâmico."
365,"A Peste Negra foi uma pandemia de peste bubônica que ocorreu na Afro-Eurásia de 1346 a 1353. É a pandemia mais fatal registrada na história humana, causando a morte de 75-200 milhões de pessoas na Eurásia e Norte da África, com pico na Europa de 1347 a 1351."
366,"A Era dos Descobrimentos, ou Era da Exploração, foi um período da história europeia do século XV ao século XVII, durante o qual os europeus se engajaram em exploração intensiva do mundo, estabelecendo contato direto com a África, as Américas, a Ásia e a Oceania e mapeando o planeta."
